Date,Level_ft,Conductivity,Water_temp_degF,Temperature in C
9/14/13 12:51,,0,76.28,24.6
9/14/13 13:06,,0,77.18,25.1
9/14/13 13:21,,0,76.82,24.9
9/14/13 13:36,,0,76.82,24.9
9/14/13 13:51,,0,76.82,24.9
9/14/13 14:06,,0,77,25
9/14/13 14:21,,0,77,25
9/14/13 14:36,,0,77,25
9/14/13 14:51,,0,76.82,24.9
9/14/13 15:06,,0,76.64,24.8
9/14/13 15:21,,0,76.1,24.5
9/14/13 15:36,,0,75.38,24.1
9/14/13 15:51,,0,75.56,24.2
9/14/13 16:06,,0,76.28,24.6
9/14/13 16:21,,0,77,25
9/14/13 16:36,,0,76.28,24.6
9/14/13 16:51,,0,75.56,24.2
9/14/13 17:06,,2.528,70.16,21.2
9/14/13 17:21,,2.378,68,20
9/14/13 17:36,,2.708,67.82,19.9
9/14/13 17:51,,2.689,67.82,19.9
9/14/13 18:06,,2.678,67.64,19.8
9/14/13 18:21,,2.678,67.64,19.8
9/14/13 18:36,,2.674,67.64,19.8
9/14/13 18:51,,2.673,67.64,19.8
9/14/13 19:06,,2.672,67.64,19.8
9/14/13 19:21,,2.668,67.64,19.8
9/14/13 19:36,,2.665,67.46,19.7
9/14/13 19:51,,2.665,67.46,19.7
9/14/13 20:06,,2.664,67.46,19.7
9/14/13 20:21,,2.666,67.46,19.7
9/14/13 20:36,,2.666,67.46,19.7
9/14/13 20:51,,2.662,67.46,19.7
9/14/13 21:06,,2.665,67.46,19.7
9/14/13 21:21,,2.662,67.46,19.7
9/14/13 21:36,,2.664,67.28,19.6
9/14/13 21:51,,2.664,67.28,19.6
9/14/13 22:06,,2.662,67.28,19.6
9/14/13 22:21,,2.665,67.28,19.6
9/14/13 22:36,,2.656,67.28,19.6
9/14/13 22:51,,2.65,67.28,19.6
9/14/13 23:06,,2.65,67.28,19.6
9/14/13 23:21,,2.65,67.1,19.5
9/14/13 23:36,,2.649,67.1,19.5
9/14/13 23:51,,2.649,67.1,19.5
9/15/13 0:06,,2.653,67.1,19.5
9/15/13 0:21,,2.653,67.1,19.5
9/15/13 0:36,,2.652,66.92,19.4
9/15/13 0:51,,2.652,66.92,19.4
9/15/13 1:06,,2.65,66.92,19.4
9/15/13 1:21,,2.654,66.92,19.4
9/15/13 1:36,,2.652,66.92,19.4
9/15/13 1:51,,2.654,66.74,19.3
9/15/13 2:06,,2.652,66.74,19.3
9/15/13 2:21,,2.652,66.74,19.3
9/15/13 2:36,,2.65,66.74,19.3
9/15/13 2:51,,2.653,66.74,19.3
9/15/13 3:06,,2.654,66.56,19.2
9/15/13 3:21,,2.654,66.56,19.2
9/15/13 3:36,,2.657,66.56,19.2
9/15/13 3:51,,2.658,66.56,19.2
9/15/13 4:06,,2.657,66.38,19.1
9/15/13 4:21,,2.658,66.38,19.1
9/15/13 4:36,,2.661,66.38,19.1
9/15/13 4:51,,2.661,66.38,19.1
9/15/13 5:06,,2.657,66.2,19
9/15/13 5:21,,2.657,66.2,19
9/15/13 5:36,,2.656,66.2,19
9/15/13 5:51,,2.66,66.2,19
9/15/13 6:06,,2.66,66.2,19
9/15/13 6:21,,2.653,66.02,18.9
9/15/13 6:36,,2.649,66.02,18.9
9/15/13 6:51,,2.644,66.02,18.9
9/15/13 7:06,,2.639,66.02,18.9
9/15/13 7:21,,2.632,65.84,18.8
9/15/13 7:36,,2.628,65.84,18.8
9/15/13 7:51,,2.627,65.84,18.8
9/15/13 8:06,,2.624,65.84,18.8
9/15/13 8:21,,2.619,65.66,18.7
9/15/13 8:36,,2.617,65.66,18.7
9/15/13 8:51,,2.619,65.66,18.7
9/15/13 9:06,,2.617,65.66,18.7
9/15/13 9:21,,2.62,65.66,18.7
9/15/13 9:36,,2.623,65.48,18.6
9/15/13 9:51,,2.625,65.48,18.6
9/15/13 10:06,,2.621,65.48,18.6
9/15/13 10:21,,2.616,65.48,18.6
9/15/13 10:36,,2.614,65.3,18.5
9/15/13 10:51,,2.615,65.3,18.5
9/15/13 11:06,,2.614,65.3,18.5
9/15/13 11:21,,2.619,65.3,18.5
9/15/13 11:36,,2.615,65.3,18.5
9/15/13 11:51,,2.614,65.3,18.5
9/15/13 12:06,,2.612,65.3,18.5
9/15/13 12:21,,2.612,65.3,18.5
9/15/13 12:36,,2.612,65.3,18.5
9/15/13 12:51,,2.614,65.3,18.5
9/15/13 13:06,,2.614,65.3,18.5
9/15/13 13:21,,2.616,65.3,18.5
9/15/13 13:36,,2.625,65.3,18.5
9/15/13 13:51,,2.62,65.3,18.5
9/15/13 14:06,,2.623,65.3,18.5
9/15/13 14:21,,2.623,65.3,18.5
9/15/13 14:36,,2.621,65.3,18.5
9/15/13 14:51,,2.376,65.3,18.5
9/15/13 15:06,,2.363,65.3,18.5
9/15/13 15:21,,2.361,65.3,18.5
9/15/13 15:36,,2.358,65.48,18.6
9/15/13 15:51,,2.355,65.48,18.6
9/15/13 16:06,,2.354,65.48,18.6
9/15/13 16:21,,2.347,65.48,18.6
9/15/13 16:36,,2.349,65.48,18.6
9/15/13 16:51,,2.347,65.48,18.6
9/15/13 17:06,,2.347,65.48,18.6
9/15/13 17:21,,2.35,65.48,18.6
9/15/13 17:36,,2.35,65.48,18.6
9/15/13 17:51,,2.353,65.48,18.6
9/15/13 18:06,,2.353,65.66,18.7
9/15/13 18:21,,2.353,65.66,18.7
9/15/13 18:36,,2.351,65.66,18.7
9/15/13 18:51,,2.351,65.66,18.7
9/15/13 19:06,,2.353,65.66,18.7
9/15/13 19:21,,2.353,65.66,18.7
9/15/13 19:36,,2.354,65.66,18.7
9/15/13 19:51,,2.354,65.66,18.7
9/15/13 20:06,,2.355,65.66,18.7
9/15/13 20:21,,2.355,65.66,18.7
9/15/13 20:36,,2.357,65.66,18.7
9/15/13 20:51,,2.357,65.66,18.7
9/15/13 21:06,,2.358,65.66,18.7
9/15/13 21:21,,2.358,65.84,18.8
9/15/13 21:36,,2.358,65.84,18.8
9/15/13 21:51,,2.357,65.84,18.8
9/15/13 22:06,,2.358,65.84,18.8
9/15/13 22:21,,2.359,65.84,18.8
9/15/13 22:36,,2.358,65.84,18.8
9/15/13 22:51,,2.359,65.84,18.8
9/15/13 23:06,,2.359,65.84,18.8
9/15/13 23:21,,2.362,65.84,18.8
9/15/13 23:36,,2.362,65.84,18.8
9/15/13 23:51,,2.361,65.84,18.8
9/16/13 0:06,,2.362,65.84,18.8
9/16/13 0:21,,2.362,65.84,18.8
9/16/13 0:36,,2.363,65.84,18.8
9/16/13 0:51,,2.362,65.84,18.8
9/16/13 1:06,,2.362,65.84,18.8
9/16/13 1:21,,2.365,65.84,18.8
9/16/13 1:36,,2.365,65.84,18.8
9/16/13 1:51,,2.365,65.84,18.8
9/16/13 2:06,,2.363,65.84,18.8
9/16/13 2:21,,2.365,65.84,18.8
9/16/13 2:36,,2.365,65.84,18.8
9/16/13 2:51,,2.365,65.84,18.8
9/16/13 3:06,,2.365,65.84,18.8
9/16/13 3:21,,2.365,65.84,18.8
9/16/13 3:36,,2.363,65.84,18.8
9/16/13 3:51,,2.365,65.66,18.7
9/16/13 4:06,,2.365,65.84,18.8
9/16/13 4:21,,2.363,65.66,18.7
9/16/13 4:36,,2.365,65.66,18.7
9/16/13 4:51,,2.365,65.66,18.7
9/16/13 5:06,,2.363,65.66,18.7
9/16/13 5:21,,2.366,65.66,18.7
9/16/13 5:36,,2.366,65.66,18.7
9/16/13 5:51,,2.366,65.66,18.7
9/16/13 6:06,,2.367,65.66,18.7
9/16/13 6:21,,2.369,65.66,18.7
9/16/13 6:36,,2.37,65.66,18.7
9/16/13 6:51,,2.367,65.66,18.7
9/16/13 7:06,,2.37,65.66,18.7
9/16/13 7:21,,2.37,65.66,18.7
9/16/13 7:36,,2.37,65.66,18.7
9/16/13 7:51,,2.37,65.66,18.7
9/16/13 8:06,,2.37,65.66,18.7
9/16/13 8:21,,2.37,65.66,18.7
9/16/13 8:36,,2.371,65.66,18.7
9/16/13 8:51,,2.371,65.66,18.7
9/16/13 9:06,,2.371,65.66,18.7
9/16/13 9:21,,2.375,65.48,18.6
9/16/13 9:36,,2.38,65.48,18.6
9/16/13 9:51,,2.396,65.66,18.7
9/16/13 10:06,,2.557,65.66,18.7
9/16/13 10:21,,3.143,65.66,18.7
9/16/13 10:36,,4.133,65.66,18.7
9/16/13 10:51,,4.897,65.66,18.7
9/16/13 11:06,,5.408,65.66,18.7
9/16/13 11:21,,5.73,65.66,18.7
9/16/13 11:36,,5.934,65.48,18.6
9/16/13 11:51,,6.054,65.48,18.6
9/16/13 12:06,,6.111,65.48,18.6
9/16/13 12:21,,6.119,65.48,18.6
9/16/13 12:36,,6.071,65.48,18.6
9/16/13 12:51,,5.979,65.48,18.6
9/16/13 13:06,,5.863,65.48,18.6
9/16/13 13:21,,5.694,65.48,18.6
9/16/13 13:36,,5.484,65.48,18.6
9/16/13 13:51,,5.278,65.48,18.6
9/16/13 14:06,,5.031,65.48,18.6
9/16/13 14:21,,4.736,65.48,18.6
9/16/13 14:36,,4.458,65.3,18.5
9/16/13 14:51,,4.157,65.3,18.5
9/16/13 15:06,,3.822,65.3,18.5
9/16/13 15:21,,3.531,65.3,18.5
9/16/13 15:36,,3.244,65.3,18.5
9/16/13 15:51,,2.968,65.3,18.5
9/16/13 16:06,,2.76,65.3,18.5
9/16/13 16:21,,2.623,65.3,18.5
9/16/13 16:36,,2.562,65.3,18.5
9/16/13 16:51,,2.541,65.3,18.5
9/16/13 17:06,,2.532,65.3,18.5
9/16/13 17:21,,2.529,65.3,18.5
9/16/13 17:36,,2.525,65.3,18.5
9/16/13 17:51,,2.524,65.3,18.5
9/16/13 18:06,,2.525,65.3,18.5
9/16/13 18:21,,2.525,65.3,18.5
9/16/13 18:36,,2.528,65.3,18.5
9/16/13 18:51,,2.529,65.3,18.5
9/16/13 19:06,,2.529,65.48,18.6
9/16/13 19:21,,2.531,65.48,18.6
9/16/13 19:36,,2.532,65.48,18.6
9/16/13 19:51,,2.533,65.48,18.6
9/16/13 20:06,,2.534,65.48,18.6
9/16/13 20:21,,2.534,65.48,18.6
9/16/13 20:36,,2.536,65.48,18.6
9/16/13 20:51,,2.538,65.48,18.6
9/16/13 21:06,,2.538,65.48,18.6
9/16/13 21:21,,2.54,65.48,18.6
9/16/13 21:36,,2.54,65.48,18.6
9/16/13 21:51,,2.541,65.48,18.6
9/16/13 22:06,,2.542,65.48,18.6
9/16/13 22:21,,2.541,65.48,18.6
9/16/13 22:36,,2.544,65.48,18.6
9/16/13 22:51,,2.545,65.48,18.6
9/16/13 23:06,,2.545,65.48,18.6
9/16/13 23:21,,2.545,65.48,18.6
9/16/13 23:36,,2.545,65.48,18.6
9/16/13 23:51,,2.546,65.48,18.6
9/17/13 0:06,,2.546,65.48,18.6
9/17/13 0:21,,2.546,65.48,18.6
9/17/13 0:36,,2.548,65.48,18.6
9/17/13 0:51,,2.548,65.66,18.7
9/17/13 1:06,,2.549,65.66,18.7
9/17/13 1:21,,2.548,65.48,18.6
9/17/13 1:36,,2.549,65.66,18.7
9/17/13 1:51,,2.549,65.48,18.6
9/17/13 2:06,,2.55,65.48,18.6
9/17/13 2:21,,2.549,65.48,18.6
9/17/13 2:36,,2.552,65.48,18.6
9/17/13 2:51,,2.55,65.48,18.6
9/17/13 3:06,,2.552,65.48,18.6
9/17/13 3:21,,2.55,65.48,18.6
9/17/13 3:36,,2.55,65.48,18.6
9/17/13 3:51,,2.552,65.48,18.6
9/17/13 4:06,,2.552,65.48,18.6
9/17/13 4:21,,2.552,65.48,18.6
9/17/13 4:36,,2.554,65.48,18.6
9/17/13 4:51,,2.553,65.48,18.6
9/17/13 5:06,,2.553,65.48,18.6
9/17/13 5:21,,2.554,65.48,18.6
9/17/13 5:36,,2.557,65.48,18.6
9/17/13 5:51,,2.556,65.48,18.6
9/17/13 6:06,,2.557,65.3,18.5
9/17/13 6:21,,2.558,65.3,18.5
9/17/13 6:36,,2.558,65.3,18.5
9/17/13 6:51,,2.558,65.3,18.5
9/17/13 7:06,,2.561,65.3,18.5
9/17/13 7:21,,2.558,65.3,18.5
9/17/13 7:36,,2.56,65.3,18.5
9/17/13 7:51,,2.561,65.3,18.5
9/17/13 8:06,,2.561,65.3,18.5
9/17/13 8:21,,2.561,65.12,18.4
9/17/13 8:36,,2.558,65.12,18.4
9/17/13 8:51,,2.561,65.12,18.4
9/17/13 9:06,,2.56,65.12,18.4
9/17/13 9:21,,2.562,65.12,18.4
9/17/13 9:36,,2.563,65.12,18.4
9/17/13 9:51,,2.56,65.12,18.4
9/17/13 10:06,,2.563,65.12,18.4
9/17/13 10:21,,2.562,65.12,18.4
9/17/13 10:36,,2.563,65.12,18.4
9/17/13 10:51,,2.562,64.94,18.3
9/17/13 11:06,,2.562,64.94,18.3
9/17/13 11:21,,2.562,64.94,18.3
9/17/13 11:36,,2.562,64.94,18.3
9/17/13 11:51,,2.562,64.94,18.3
9/17/13 12:06,,2.563,64.94,18.3
9/17/13 12:21,,2.562,64.94,18.3
9/17/13 12:36,,2.561,64.76,18.2
9/17/13 12:51,,2.561,64.76,18.2
9/17/13 13:06,,2.561,64.76,18.2
9/17/13 13:21,,2.561,64.76,18.2
9/17/13 13:36,,2.562,64.76,18.2
9/17/13 13:51,,2.561,64.76,18.2
9/17/13 14:06,,2.561,64.76,18.2
9/17/13 14:21,,2.56,64.58,18.1
9/17/13 14:36,,2.556,64.58,18.1
9/17/13 14:51,,2.509,64.58,18.1
9/17/13 15:06,,2.561,64.58,18.1
9/17/13 15:21,,2.56,64.58,18.1
9/17/13 15:36,,2.561,64.58,18.1
9/17/13 15:51,,2.562,64.58,18.1
9/17/13 16:06,,2.561,64.58,18.1
9/17/13 16:21,,2.56,64.58,18.1
9/17/13 16:36,,2.561,64.58,18.1
9/17/13 16:51,,2.562,64.58,18.1
9/17/13 17:06,,2.561,64.58,18.1
9/17/13 17:21,,2.561,64.58,18.1
9/17/13 17:36,,2.561,64.58,18.1
9/17/13 17:51,,2.569,64.58,18.1
9/17/13 18:06,,2.569,64.58,18.1
9/17/13 18:21,,2.57,64.58,18.1
9/17/13 18:36,,2.569,64.58,18.1
9/17/13 18:51,,2.569,64.58,18.1
9/17/13 19:06,,2.571,64.58,18.1
9/17/13 19:21,,2.571,64.58,18.1
9/17/13 19:36,,2.573,64.58,18.1
9/17/13 19:51,,2.573,64.58,18.1
9/17/13 20:06,,2.573,64.58,18.1
9/17/13 20:21,,2.574,64.58,18.1
9/17/13 20:36,,2.574,64.58,18.1
9/17/13 20:51,,2.575,64.58,18.1
9/17/13 21:06,,2.575,64.58,18.1
9/17/13 21:21,,2.577,64.58,18.1
9/17/13 21:36,,2.575,64.58,18.1
9/17/13 21:51,,2.577,64.58,18.1
9/17/13 22:06,,2.578,64.58,18.1
9/17/13 22:21,,2.578,64.58,18.1
9/17/13 22:36,,2.578,64.58,18.1
9/17/13 22:51,,2.578,64.58,18.1
9/17/13 23:06,,2.578,64.58,18.1
9/17/13 23:21,,2.577,64.58,18.1
9/17/13 23:36,,2.578,64.58,18.1
9/17/13 23:51,,2.578,64.58,18.1
9/18/13 0:06,,2.579,64.58,18.1
9/18/13 0:21,,2.578,64.58,18.1
9/18/13 0:36,,2.579,64.58,18.1
9/18/13 0:51,,2.579,64.58,18.1
9/18/13 1:06,,2.579,64.58,18.1
9/18/13 1:21,,2.577,64.58,18.1
9/18/13 1:36,,2.577,64.58,18.1
9/18/13 1:51,,2.577,64.58,18.1
9/18/13 2:06,,2.578,64.58,18.1
9/18/13 2:21,,2.577,64.58,18.1
9/18/13 2:36,,2.577,64.58,18.1
9/18/13 2:51,,2.577,64.58,18.1
9/18/13 3:06,,2.575,64.58,18.1
9/18/13 3:21,,2.574,64.58,18.1
9/18/13 3:36,,2.575,64.58,18.1
9/18/13 3:51,,2.575,64.58,18.1
9/18/13 4:06,,2.575,64.4,18
9/18/13 4:21,,2.574,64.4,18
9/18/13 4:36,,2.574,64.4,18
9/18/13 4:51,,2.574,64.4,18
9/18/13 5:06,,2.574,64.4,18
9/18/13 5:21,,2.573,64.4,18
9/18/13 5:36,,2.571,64.4,18
9/18/13 5:51,,2.573,64.4,18
9/18/13 6:06,,2.571,64.4,18
9/18/13 6:21,,2.595,64.4,18
9/18/13 6:36,,2.567,64.22,17.9
9/18/13 6:51,,2.569,64.22,17.9
9/18/13 7:06,,2.569,64.22,17.9
9/18/13 7:21,,2.569,64.22,17.9
9/18/13 7:36,,2.569,64.22,17.9
9/18/13 7:51,,2.569,64.22,17.9
9/18/13 8:06,,2.567,64.22,17.9
9/18/13 8:21,,2.569,64.22,17.9
9/18/13 8:36,,2.569,64.04,17.8
9/18/13 8:51,,2.566,64.04,17.8
9/18/13 9:06,,2.566,64.04,17.8
9/18/13 9:21,,2.566,64.04,17.8
9/18/13 9:36,,2.567,64.04,17.8
9/18/13 9:51,,2.567,64.04,17.8
9/18/13 10:06,,2.567,64.04,17.8
9/18/13 10:21,,2.565,63.86,17.7
9/18/13 10:36,,2.565,63.86,17.7
9/18/13 10:51,,2.563,63.86,17.7
9/18/13 11:06,,2.565,63.86,17.7
9/18/13 11:21,,2.565,63.86,17.7
9/18/13 11:36,,2.563,63.86,17.7
9/18/13 11:51,,2.565,63.68,17.6
9/18/13 12:06,,2.563,63.68,17.6
9/18/13 12:21,,2.563,63.68,17.6
9/18/13 12:36,,2.565,63.68,17.6
9/18/13 12:51,,2.565,63.68,17.6
9/18/13 13:06,,2.563,63.68,17.6
9/18/13 13:21,,2.565,63.68,17.6
9/18/13 13:36,,2.565,63.68,17.6
9/18/13 13:51,,2.56,63.5,17.5
9/18/13 14:06,,2.562,63.5,17.5
9/18/13 14:21,,2.562,63.5,17.5
9/18/13 14:36,,2.563,63.5,17.5
9/18/13 14:51,,2.562,63.5,17.5
9/18/13 15:06,,2.563,63.5,17.5
9/18/13 15:21,,2.565,63.5,17.5
9/18/13 15:36,,2.565,63.5,17.5
9/18/13 15:51,,2.565,63.5,17.5
9/18/13 16:06,,2.565,63.32,17.4
9/18/13 16:21,,2.566,63.32,17.4
9/18/13 16:36,,2.565,63.32,17.4
9/18/13 16:51,,2.567,63.32,17.4
9/18/13 17:06,,2.566,63.32,17.4
9/18/13 17:21,,2.566,63.32,17.4
9/18/13 17:36,,2.565,63.32,17.4
9/18/13 17:51,,2.566,63.32,17.4
9/18/13 18:06,,2.565,63.32,17.4
9/18/13 18:21,,2.563,63.32,17.4
9/18/13 18:36,,2.562,63.32,17.4
9/18/13 18:51,,2.545,63.32,17.4
9/18/13 19:06,,2.517,63.32,17.4
9/18/13 19:21,,2.49,63.32,17.4
9/18/13 19:36,,2.424,63.32,17.4
9/18/13 19:51,,2.313,63.32,17.4
9/18/13 20:06,,2.124,63.32,17.4
9/18/13 20:21,,1.799,63.32,17.4
9/18/13 20:36,,1.614,63.32,17.4
9/18/13 20:51,,1.287,63.5,17.5
9/18/13 21:06,,1.111,63.5,17.5
9/18/13 21:21,,1.058,63.5,17.5
9/18/13 21:36,,7.184,63.5,17.5
9/18/13 21:51,,7.174,63.5,17.5
9/18/13 22:06,,3.543,63.5,17.5
9/18/13 22:21,,1.696,63.5,17.5
9/18/13 22:36,,2.752,63.5,17.5
9/18/13 22:51,,0,63.5,17.5
9/18/13 23:06,,0,63.5,17.5
9/18/13 23:21,,0,63.5,17.5
9/18/13 23:36,,0,63.5,17.5
9/18/13 23:51,,0,63.5,17.5
9/19/13 0:06,,0,63.5,17.5
9/19/13 0:21,,0,63.5,17.5
9/19/13 0:36,,0,63.5,17.5
9/19/13 0:51,,0,63.5,17.5
9/19/13 1:06,,0,63.5,17.5
9/19/13 1:21,,0,63.5,17.5
9/19/13 1:36,,0,63.5,17.5
9/19/13 1:51,,0,63.5,17.5
9/19/13 2:06,,0,63.5,17.5
9/19/13 2:21,,0,63.5,17.5
9/19/13 2:36,,0,63.5,17.5
9/19/13 2:51,,0,63.5,17.5
9/19/13 3:06,,0,63.5,17.5
9/19/13 3:21,,0,63.5,17.5
9/19/13 3:36,,0,63.5,17.5
9/19/13 3:51,,0,63.5,17.5
9/19/13 4:06,,0,63.5,17.5
9/19/13 4:21,,0,63.5,17.5
9/19/13 4:36,,0,63.5,17.5
9/19/13 4:51,,0,63.5,17.5
9/19/13 5:06,,0,63.5,17.5
9/19/13 5:21,,0,63.5,17.5
9/19/13 5:36,,0,63.32,17.4
9/19/13 5:51,,0,63.32,17.4
9/19/13 6:06,,0,63.32,17.4
9/19/13 6:21,,0,63.32,17.4
9/19/13 6:36,,0,63.32,17.4
9/19/13 6:51,,0,63.32,17.4
9/19/13 7:06,,0,63.32,17.4
9/19/13 7:21,,0,63.32,17.4
9/19/13 7:36,,0,63.32,17.4
9/19/13 7:51,,0,63.32,17.4
9/19/13 8:06,,0,63.32,17.4
9/19/13 8:21,,0,63.14,17.3
9/19/13 8:36,,0,63.14,17.3
9/19/13 8:51,,0,63.14,17.3
9/19/13 9:06,,0,63.14,17.3
9/19/13 9:21,,0,63.14,17.3
9/19/13 9:36,,0,63.14,17.3
9/19/13 9:51,,0,63.14,17.3
9/19/13 10:06,,0,63.14,17.3
9/19/13 10:21,,0,62.96,17.2
9/19/13 10:36,,0,62.96,17.2
9/19/13 10:51,,0,62.96,17.2
9/19/13 11:06,,0,62.96,17.2
9/19/13 11:21,,0,62.96,17.2
9/19/13 11:36,,0,62.96,17.2
9/19/13 11:51,,0,62.96,17.2
9/19/13 12:06,,0,62.96,17.2
9/19/13 12:21,,0,62.78,17.1
9/19/13 12:36,,0,62.78,17.1
9/19/13 12:51,,0,62.78,17.1
9/19/13 13:06,,0,62.78,17.1
9/19/13 13:21,,0,62.78,17.1
9/19/13 13:36,,0,62.78,17.1
9/19/13 13:51,,0,62.78,17.1
9/19/13 14:06,,0,62.78,17.1
9/19/13 14:21,,0,62.78,17.1
9/19/13 14:36,,0,62.6,17
9/19/13 14:51,,0,62.6,17
9/19/13 15:06,,0,62.6,17
9/19/13 15:21,,0,62.6,17
9/19/13 15:36,,0,62.6,17
9/19/13 15:51,,0,62.6,17
9/19/13 16:06,,0,62.6,17
9/19/13 16:21,,0,62.6,17
9/19/13 16:36,,0,62.6,17
9/19/13 16:51,,0,62.6,17
9/19/13 17:06,,0,62.6,17
9/19/13 17:21,,0,62.6,17
9/19/13 17:36,,0,62.6,17
9/19/13 17:51,,0,62.6,17
9/19/13 18:06,,0,62.6,17
9/19/13 18:21,,0,62.6,17
9/19/13 18:36,,0,62.6,17
9/19/13 18:51,,0,62.6,17
9/19/13 19:06,,0,62.6,17
9/19/13 19:21,,0,62.78,17.1
9/19/13 19:36,,0,62.78,17.1
9/19/13 19:51,,0,62.78,17.1
9/19/13 20:06,,0,62.78,17.1
9/19/13 20:21,,0,62.78,17.1
9/19/13 20:36,,0,62.78,17.1
9/19/13 20:51,,0,62.78,17.1
9/19/13 21:06,,0,62.78,17.1
9/19/13 21:21,,0,62.78,17.1
9/19/13 21:36,,0,62.78,17.1
9/19/13 21:51,,0,62.96,17.2
9/19/13 22:06,,0,62.96,17.2
9/19/13 22:21,,0,62.96,17.2
9/19/13 22:36,,0,62.96,17.2
9/19/13 22:51,,0,62.96,17.2
9/19/13 23:06,,0,62.96,17.2
9/19/13 23:21,,0,62.96,17.2
9/19/13 23:36,,0,62.96,17.2
9/19/13 23:51,,0,62.96,17.2
9/20/13 0:06,,0,62.96,17.2
9/20/13 0:21,,0,62.96,17.2
9/20/13 0:36,,0,62.96,17.2
9/20/13 0:51,,0,62.96,17.2
9/20/13 1:06,,0,63.14,17.3
9/20/13 1:21,,0,63.14,17.3
9/20/13 1:36,,0,63.14,17.3
9/20/13 1:51,,0,63.14,17.3
9/20/13 2:06,,0,63.14,17.3
9/20/13 2:21,,0,63.14,17.3
9/20/13 2:36,,0,63.14,17.3
9/20/13 2:51,,0,63.14,17.3
9/20/13 3:06,,0,63.14,17.3
9/20/13 3:21,,0,63.14,17.3
9/20/13 3:36,,0,63.14,17.3
9/20/13 3:51,,0,63.14,17.3
9/20/13 4:06,,0,63.14,17.3
9/20/13 4:21,,0,63.14,17.3
9/20/13 4:36,,0,63.14,17.3
9/20/13 4:51,,0,63.14,17.3
9/20/13 5:06,,0,63.14,17.3
9/20/13 5:21,,0,63.14,17.3
9/20/13 5:36,,0,63.14,17.3
9/20/13 5:51,,0,63.14,17.3
9/20/13 6:06,,0,63.14,17.3
9/20/13 6:21,,0,63.14,17.3
9/20/13 6:36,,0,63.14,17.3
9/20/13 6:51,,0,63.14,17.3
9/20/13 7:06,,0,62.96,17.2
9/20/13 7:21,,0,62.96,17.2
9/20/13 7:36,,0,62.96,17.2
9/20/13 7:51,,0,62.96,17.2
9/20/13 8:06,,0,62.96,17.2
9/20/13 8:21,,0,62.96,17.2
9/20/13 8:36,,0,62.96,17.2
9/20/13 8:51,,0,62.96,17.2
9/20/13 9:06,,0,62.96,17.2
9/20/13 9:21,,0,62.96,17.2
9/20/13 9:36,,0,62.96,17.2
9/20/13 9:51,,0,62.96,17.2
9/20/13 10:06,,0,62.96,17.2
9/20/13 10:21,,0,62.96,17.2
9/20/13 10:36,,0,62.96,17.2
9/20/13 10:51,,0,62.96,17.2
9/20/13 11:06,,0,62.78,17.1
9/20/13 11:21,,0,62.78,17.1
9/20/13 11:36,,0,62.78,17.1
9/20/13 11:51,,0,62.78,17.1
9/20/13 12:06,,0,62.78,17.1
9/20/13 12:21,,0,62.78,17.1
9/20/13 12:36,,0,62.78,17.1
9/20/13 12:51,,0,62.78,17.1
9/20/13 13:06,,0,62.78,17.1
9/20/13 13:21,,0,62.78,17.1
9/20/13 13:36,,0,62.78,17.1
9/20/13 13:51,,0,62.78,17.1
9/20/13 14:06,,0,62.6,17
9/20/13 14:21,,0,62.6,17
9/20/13 14:36,,0,62.6,17
9/20/13 14:51,,0,62.6,17
9/20/13 15:06,,0,62.6,17
9/20/13 15:21,,0,62.6,17
9/20/13 15:36,,0,62.6,17
9/20/13 15:51,,0,62.6,17
9/20/13 16:06,,0,62.6,17
9/20/13 16:21,,0,62.6,17
9/20/13 16:36,,0,62.6,17
9/20/13 16:51,,0,62.6,17
9/20/13 17:06,,0,62.6,17
9/20/13 17:21,,0,62.78,17.1
9/20/13 17:36,,0,62.6,17
9/20/13 17:51,,0,62.78,17.1
9/20/13 18:06,,0,62.78,17.1
9/20/13 18:21,,0,62.78,17.1
9/20/13 18:36,,0,62.78,17.1
9/20/13 18:51,,0,62.78,17.1
9/20/13 19:06,,0,62.78,17.1
9/20/13 19:21,,0,62.78,17.1
9/20/13 19:36,,0,62.78,17.1
9/20/13 19:51,,0,62.78,17.1
9/20/13 20:06,,0,62.78,17.1
9/20/13 20:21,,0,62.96,17.2
9/20/13 20:36,,0,62.96,17.2
9/20/13 20:51,,0,62.96,17.2
9/20/13 21:06,,0,62.96,17.2
9/20/13 21:21,,0,62.96,17.2
9/20/13 21:36,,0,62.96,17.2
9/20/13 21:51,,0,62.96,17.2
9/20/13 22:06,,0,62.96,17.2
9/20/13 22:21,,0,63.14,17.3
9/20/13 22:36,,0,63.14,17.3
9/20/13 22:51,,0,63.14,17.3
9/20/13 23:06,,0,63.14,17.3
9/20/13 23:21,,0,63.14,17.3
9/20/13 23:36,,0,63.14,17.3
9/20/13 23:51,,0,63.14,17.3
9/21/13 0:06,,0,63.14,17.3
9/21/13 0:21,,0,63.14,17.3
9/21/13 0:36,,0,63.14,17.3
9/21/13 0:51,,0,63.14,17.3
9/21/13 1:06,,0,63.14,17.3
9/21/13 1:21,,0,63.32,17.4
9/21/13 1:36,,0,63.32,17.4
9/21/13 1:51,,0,63.32,17.4
9/21/13 2:06,,0,63.32,17.4
9/21/13 2:21,,0,63.32,17.4
